"ukcas_table_name","table_code","table_label","table_title","table_full_title","table_universe","table_counts"
ST027EW,ST027,"2001 Census Standard Tables Table 27",Households With a Person With a Limiting Long-Term Illness (LLTI) and Their Age by Number of Carers in Household and Economic Activity,ST027: Households With a Person With a Limiting Long-Term Illness (LLTI) and Their Age by Number of Carers in Household and Economic Activity,All Households,Households
ST028S,ST028,Standard Tables Table 28,Gender and age by economic activity,ST028: Gender and age by economic activity,All People Aged 16 to 74,Persons
ST028NI,ST028,Standard Tables Table 28,Gender and age by economic activity,ST028: Gender and age by economic activity,All People Aged 16 to 74,Persons
ST028EW,ST028,"2001 Census Standard Tables Table 28",Sex and Age by Economic Activity,ST028: Sex and Age by Economic Activity,All People Aged 16 to 74,Persons
ST029S,ST029,Standard Tables Table 29,Gender and age by hours worked,ST029: Gender and age by hours worked,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST029NI,ST029,Standard Tables Table 29,Gender and age by hours worked,ST029: Gender and age by hours worked,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST029EW,ST029,"2001 Census Standard Tables Table 29",Sex and Age by Hours Worked,ST029: Sex and Age by Hours Worked,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST030S,ST030,Standard Tables Table 30,Gender and economic activity by living  arrangements,ST030: Gender and economic activity by living  arrangements,All People Aged 16 to 74 in Households,Persons
ST030NI,ST030,Standard Tables Table 30,Gender and economic activity by living  arrangements,ST030: Gender and economic activity by living  arrangements,All People Aged 16 to 74 in Households,Persons
ST030EW,ST030,"2001 Census Standard Tables Table 30",Sex and Economic Activity by Living Arrangements,ST030: Sex and Economic Activity by Living Arrangements,All People Aged 16 to 74 in Households,Persons
ST031S,ST031,Standard Tables Table 31,Family composition and number of dependent children by gender and economic activity,ST031: Family composition and number of dependent children by gender and economic activity,All Parents Aged 16 to 74 with Dependent Children,Persons
ST031NI,ST031,Standard Tables Table 31,Family composition and number of dependent children by gender and economic activity,ST031: Family composition and number of dependent children by gender and economic activity,All Parents Aged 16 to 74 with Dependent Children,Persons
ST031EW,ST031,"2001 Census Standard Tables Table 31",Family Composition and Number of Dependent Children by Sex and Economic Activity,ST031: Family Composition and Number of Dependent Children by Sex and Economic Activity,All Parents Aged 16 to 74 with Dependent Children,Persons
ST032S,ST032,Standard Tables Table 32,Gender and age and level of qualifications by economic activity,ST032: Gender and age and level of qualifications by economic activity,All People Aged 16 to 74,Persons
ST032NI,ST032,Standard Tables Table 32,Gender and age and level of qualifications by economic activity,ST032: Gender and age and level of qualifications by economic activity,All People Aged 16 to 74,Persons
ST032EW,ST032,"2001 Census Standard Tables Table 32",Sex and Age and Level of Qualifications by Economic Activity,ST032: Sex and Age and Level of Qualifications by Economic Activity,All People Aged 16 to 74,Persons
ST033S,ST033,Standard Tables Table 33,Gender and occupation by age,ST033: Gender and occupation by age,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST033NI,ST033,Standard Tables Table 33,Gender and occupation by age,ST033: Gender and occupation by age,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST033EW,ST033,"2001 Census Standard Tables Table 33",Sex and Occupation by Age,ST033: Sex and Occupation by Age,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST034S,ST034,Standard Tables Table 34,Gender and former occupation by age,ST034: Gender and former occupation by age,All People Aged 16 to 64 Not in Employment the Week Before the Census,Persons
ST034NI,ST034,Standard Tables Table 34,Gender and former occupation by age,ST034: Gender and former occupation by age,All People Aged 16 to 64 Not in Employment the Week Before the Census,Persons
ST034EW,ST034,"2001 Census Standard Tables Table 34",Sex and Former Occupation by Age,ST034: Sex and Former Occupation by Age,All People Aged 16 to 64 Not in Employment the Week Before the Census,Persons
ST035S,ST035,Standard Tables Table 35,Gender and occupation by employment status and hours worked,ST035: Gender and occupation by employment status and hours worked,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST035NI,ST035,Standard Tables Table 35,Gender and occupation by employment status and hours worked,ST035: Gender and occupation by employment status and hours worked,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST035EW,ST035,"2001 Census Standard Tables Table 35",Sex and Occupation by Employment Status and Hours Worked,ST035: Sex and Occupation by Employment Status and Hours Worked,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST036S,ST036,Standard Tables Table 36,Gender and industry by age,ST036: Gender and industry by age,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST036NI,ST036,Standard Tables Table 36,Gender and industry by age,ST036: Gender and industry by age,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST036EW,ST036,"2001 Census Standard Tables Table 36",Sex and Industry by Age,ST036: Sex and Industry by Age,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST037S,ST037,Standard Tables Table 37,Gender and former industry by age,ST037: Gender and former industry by age,All People Aged 16 to 64 Not in Employment the Week Before the Census,Persons
ST037NI,ST037,Standard Tables Table 37,Gender and former industry by age,ST037: Gender and former industry by age,All People Aged 16 to 64 Not in Employment the Week Before the Census,Persons
ST037EW,ST037,"2001 Census Standard Tables Table 37",Sex and Former Industry by Age,ST037: Sex and Former Industry by Age,All People Aged 16 to 64 Not in Employment the Week Before the Census,Persons
ST038S,ST038,Standard Tables Table 38,Gender and industry by employment status and hours worked,ST038: Gender and industry by employment status and hours worked,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST038NI,ST038,Standard Tables Table 38,Gender and industry by employment status and hours worked,ST038: Gender and industry by employment status and hours worked,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST038EW,ST038,"2001 Census Standard Tables Table 38",Sex and Industry by Employment Status and Hours Worked,ST038: Sex and Industry by Employment Status and Hours Worked,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST039S,ST039,Standard Tables Table 39,Occupation by industry,ST039: Occupation by industry,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST039NI,ST039,Standard Tables Table 39,Occupation by industry,ST039: Occupation by industry,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST039EW,ST039,"2001 Census Standard Tables Table 39",Occupation by Industry,ST039: Occupation by Industry,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST040S,ST040,Standard Tables Table 40,Gender and occupation by hours worked,ST040: Gender and occupation by hours worked,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST040NI,ST040,Standard Tables Table 40,Gender and occupation by hours worked,ST040: Gender and occupation by hours worked,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST040EW,ST040,"2001 Census Standard Tables Table 40",Sex and Occupation by Hours Worked,ST040: Sex and Occupation by Hours Worked,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST041S,ST041,Standard Tables Table 41,Gender and economic activity and time since last worked by age,ST041: Gender and economic activity and time since last worked by age,All People Aged 16 to 74,Persons
ST041NI,ST041,Standard Tables Table 41,Gender and economic activity and time since last worked by age,ST041: Gender and economic activity and time since last worked by age,All People Aged 16 to 74,Persons
ST041EW,ST041,"2001 Census Standard Tables Table 41",Sex and Economic Activity and Year Last Worked by Age,ST041: Sex and Economic Activity and Year Last Worked by Age,All People Aged 16 to 74,Persons
ST042S,ST042,Standard Tables Table 42,Gender and NS-SeC by age,ST042: Gender and NS-SeC by age,All People Aged 16 to 74,Persons
ST042NI,ST042,Standard Tables Table 42,Gender and NS-SeC by age,ST042: Gender and NS-SeC by age,All People Aged 16 to 74,Persons
ST042EW,ST042,"2001 Census Standard Tables Table 42",Sex and National Statistics Socio-economic Classification (NS-SeC) by Age,ST042: Sex and National Statistics Socio-economic Classification (NS-SeC) by Age,All People Aged 16 to 74,Persons
ST043S,ST043,Standard Tables Table 43,Gender and NS-SeC by economic activity,ST043: Gender and NS-SeC by economic activity,All People Aged 16 to 74,Persons
ST043NI,ST043,Standard Tables Table 43,Gender and NS-SeC by economic activity,ST043: Gender and NS-SeC by economic activity,All People Aged 16 to 74,Persons
ST043EW,ST043,"2001 Census Standard Tables Table 43",Sex and National Statistics Socio-economic Classification (NS-SeC) by Economic Activity,ST043: Sex and National Statistics Socio-economic Classification (NS-SeC) by Economic Activity,All People Aged 16 to 74,Persons
ST044S,ST044,Standard Tables Table 44,Gender and NS-SeC of Household Reference Person (HRP) by household composition,ST044: Gender and NS-SeC of Household Reference Person (HRP) by household composition,All Household Reference Persons Aged 16 to 74,Persons
ST044NI,ST044,Standard Tables Table 44,Gender and NS-SeC of Household Reference Person (HRP) by household composition,ST044: Gender and NS-SeC of Household Reference Person (HRP) by household composition,All Household Reference Persons Aged 16 to 74,Persons
