"geography_code","description","geography_groupings"
"02ATFA",Alperton,Ward
"02ATFB",Barham,Ward
"02ATFC",Barnhill,Ward
"02ATFD",Brentwater,Ward
"02ATFE",Brondesbury Park,Ward
"02ATFF",Carlton,Ward
"02ATFG",Chamberlayne,Ward
"02ATFH",Church End,Ward
"02ATFJ",Cricklewood,Ward
"02ATFK",Fryent,Ward
"02ATFL",Gladstone,Ward
"02ATFM",Harlesden,Ward
"02ATFN",Kensal Rise,Ward
"02ATFP",Kenton,Ward
"02ATFQ",Kilburn,Ward
"02ATFR",Kingsbury,Ward
"02ATFS",Manor,Ward
"02ATFT",Mapesbury,Ward
"02ATFU",Preston,Ward
"02ATFW",Queensbury,Ward
"02ATFX",Queens Park,Ward
"02ATFY",Roe Green,Ward
"02ATFZ",Roundwood,Ward
"02ATGA",St. Andrew's,Ward
"02ATGB",St. Raphael's,Ward
"02ATGC",Stonebridge,Ward
"02ATGD",Sudbury,Ward
"02ATGE",Sudbury Court,Ward
"02ATGF",Tokyngton,Ward
"02ATGG",Wembley Central,Ward
"02ATGH",Willesdon Green,Ward
"02ATSS",Shipping,Ward
"02AUFA",Anerley,Ward
"02AUFB",Bickley,Ward
"02AUFC",Biggin Hill,Ward
"02AUFD",Bromley Common and Keston,Ward
"02AUFE",Chelsfield and Goddington,Ward
"02AUFF",Chislehurst,Ward
"02AUFG",Clock House,Ward
"02AUFH",Copers Cope,Ward
"02AUFJ",Crofton,Ward
"02AUFK",Darwin,Ward
"02AUFL",Eden Park,Ward
"02AUFM",Farnborough,Ward
"02AUFN",Hayes,Ward
"02AUFP",Kelsey Park,Ward
"02AUFQ",Lawrie Park and Kent House,Ward
"02AUFR",Martins Hill and Town,Ward
"02AUFS",Mottingham,Ward
"02AUFT",Orpington Central,Ward
"02AUFU",Penge,Ward
"02AUFW",Petts Wood and Knoll,Ward
"02AUFX",Plaistow and Sundridge,Ward
"02AUFY",St. Mary Cray,Ward
"02AUFZ",St. Paul's Cray,Ward
"02AUGA",Shortlands,Ward
"02AUGB",West Wickham North,Ward
"02AUGC",West Wickham South,Ward
"02AUSS",Shipping,Ward
"02AWFA",Addiscombe,Ward
"02AWFB",Ashburton,Ward
"02AWFC",Bensham Manor,Ward
"02AWFD",Beulah,Ward
"02AWFE",Broad Green,Ward
"02AWFF",Coulsdon East,Ward
"02AWFG",Croham,Ward
"02AWFH",Fairfield,Ward
"02AWFJ",Fieldway,Ward
"02AWFK",Heathfield,Ward
"02AWFL",Kenley,Ward
"02AWFM",Monks Orchard,Ward
"02AWFN",New Addington,Ward
"02AWFP",Norbury,Ward
"02AWFQ",Purley,Ward
"02AWFR",Rylands,Ward
"02AWFS",Sanderstead,Ward
"02AWFT",Selsdon,Ward
"02AWFU",South Norwood,Ward
"02AWFW",Spring Park,Ward
"02AWFX",Thornton Heath,Ward
"02AWFY",Upper Norwood,Ward
"02AWFZ",Waddon,Ward
"02AWGA",West Thornton,Ward
"02AWGB",Whitehorse Manor,Ward
"02AWGC",Woodcote and Coulsdon West,Ward
"02AWGD",Woodside,Ward
"02AWSS",Shipping,Ward
"02AXFA",Argyle,Ward
"02AXFB",Costons,Ward
"02AXFC",Dormers Wells,Ward
"02AXFD",Ealing Common,Ward
"02AXFE",Elthorne,Ward
"02AXFF",Glebe,Ward
"02AXFG",Hanger Lane,Ward
"02AXFH",Heathfield,Ward
"02AXFJ",Hobbayne,Ward
"02AXFK",Mandeville,Ward
"02AXFL",Mount Pleasant,Ward
"02AXFM",Northcote,Ward
"02AXFN",Northfield,Ward
"02AXFP",Perivale,Ward
"02AXFQ",Pitshanger,Ward
"02AXFR",Ravenor,Ward
"02AXFS",Southfield,Ward
"02AXFT",Springfield,Ward
"02AXFU",Vale,Ward
"02AXFW",Victoria,Ward
"02AXFX",Walpole,Ward
"02AXFY",Waxlow,Ward
"02AXFZ",West End,Ward
"02AXGA",Wood End,Ward
"02AXSS",Shipping,Ward
"02AYFA",Angel Road,Ward
"02AYFB",Arnos,Ward
"02AYFC",Bowes,Ward
"02AYFD",Bullsmoor,Ward
"02AYFE",Chase,Ward
"02AYFF",Craig Park,Ward
"02AYFG",Enfield Lock,Ward
"02AYFH",Enfield Wash,Ward
"02AYFJ",Grange,Ward
"02AYFK",Green Street,Ward
"02AYFL",Grovelands,Ward
"02AYFM",Highfield,Ward
"02AYFN",Hoe Lane,Ward
"02AYFP",Huxley,Ward
"02AYFQ",Jubilee,Ward
"02AYFR",Latymer,Ward
"02AYFS",Merryhills,Ward
"02AYFT",Oakwood,Ward
"02AYFU",Palmers Green,Ward
"02AYFW",Ponders End,Ward
"02AYFX",Raglan,Ward
"02AYFY",St.Alphege,Ward
"02AYFZ",St. Marks,Ward
"02AYGA",St. Peters,Ward
"02AYGB",Southbury,Ward
"02AYGC",Southgate Green,Ward
"02AYGD",Town,Ward
"02AYGE",Trent,Ward
"02AYGF",Village,Ward
"02AYGG",Weir Hall,Ward
"02AYGH",Willow,Ward
"02AYGJ",Winchmore Hill,Ward
"02AYGK",Worcesters,Ward
"02AYSS",Shipping,Ward
"02AZFA",Abbey Wood,Ward
"02AZFB",Arsenal,Ward
"02AZFC",Avery Hill,Ward
"02AZFD",Blackheath,Ward
"02AZFE",Burrage,Ward
"02AZFF",Charlton,Ward
"02AZFG",Coldharbour,Ward
"02AZFH",Deansfield,Ward
"02AZFJ",Eltham Park,Ward
"02AZFK",Eynsham,Ward
"02AZFL",Ferrier,Ward
"02AZFM",Glyndon,Ward
"02AZFN",Herbert,Ward
"02AZFP",Hornfair,Ward
"02AZFQ",Kidbrooke,Ward
"02AZFR",Lakedale,Ward
"02AZFS",Middle Park,Ward
"02AZFT",New Eltham,Ward
"02AZFU",Nightingale,Ward
"02AZFW",Palace,Ward
"02AZFX",Plumstead Common,Ward
"02AZFY",Rectory Field,Ward
"02AZFZ",St. Alfege,Ward
"02AZGA",St. Mary's,Ward
"02AZGB",St. Nicholas,Ward
"02AZGC",Sherard,Ward
"02AZGD",Shrewsbury,Ward
"02AZGE",Slade,Ward
"02AZGF",Sutcliffe,Ward
"02AZGG",Tarn,Ward
"02AZGH",Thamesmead Moorings,Ward
"02AZGJ",Trafalgar,Ward
"02AZGK",Vanbrugh,Ward
"02AZGL",Well Hall,Ward
"02AZGM",West,Ward
"02AZGN",Woolwich Common,Ward
"02AZSS",Shipping,Ward
"02BAFA",Canons,Ward
"02BAFB",Centenary,Ward
"02BAFC",Greenhill,Ward
"02BAFD",Harrow on the Hill,Ward
"02BAFE",Harrow Weald,Ward
"02BAFF",Hatch End,Ward
"02BAFG",Headstone North,Ward
"02BAFH",Headstone South,Ward
"02BAFJ",Kenton East,Ward
"02BAFK",Kenton West,Ward
"02BAFL",Marlborough,Ward
"02BAFM",Pinner,Ward
"02BAFN",Pinner West,Ward
"02BAFP",Rayners Lane,Ward
"02BAFQ",Ridgeway,Ward
"02BAFR",Roxbourne,Ward
"02BAFS",Roxeth,Ward
"02BAFT",Stanmore Park,Ward
"02BAFU",Stanmore South,Ward
"02BAFW",Wealdstone,Ward
"02BAFX",Wemborough,Ward
"02BASS",Shipping,Ward
"02BBFA",Airfield,Ward
"02BBFB",Ardleigh Green,Ward
"02BBFC",Brooklands,Ward
"02BBFD",Chase Cross,Ward
"02BBFE",Collier Row,Ward
"02BBFF",Cranham East,Ward
"02BBFG",Cranham West,Ward
"02BBFH",Elm Park,Ward
"02BBFJ",Emerson Park,Ward
"02BBFK",Gidea Park,Ward
"02BBFL",Gooshays,Ward
"02BBFM",Hacton,Ward
"02BBFN",Harold Wood,Ward
"02BBFP",Heath Park,Ward
"02BBFQ",Heaton,Ward
"02BBFR",Hilldene,Ward
"02BBFS",Hylands,Ward
"02BBFT",Mawney,Ward
"02BBFU",Oldchurch,Ward
"02BBFW",Rainham,Ward
"02BBFX",Rise Park,Ward
"02BBFY",St.Andrew's,Ward
"02BBFZ",St.Edward's,Ward
"02BBGA",South Hornchurch,Ward
"02BBGB",Upminster,Ward
"02BBSS",Shipping,Ward
"02BCFA",Barnhill,Ward
"02BCFB",Botwell,Ward
"02BCFC",Bourne,Ward
"02BCFD",Cavendish,Ward
"02BCFE",Charville,Ward
"02BCFF",Colham,Ward
"02BCFG",Cowley,Ward
"02BCFH",Crane,Ward
"02BCFJ",Deansfield,Ward
"02BCFK",Eastcote,Ward
"02BCFL",Harefield,Ward
"02BCFM",Harlington,Ward
"02BCFN",Heathrow,Ward
"02BCFP",Hillingdon East,Ward
"02BCFQ",Hillingdon North,Ward
"02BCFR",Hillingdon West,Ward
"02BCFS",Ickenham,Ward
"02BCFT",Manor,Ward
"02BCFU",Northwood,Ward
"02BCFW",Northwood Hills,Ward
"02BCFX",Ruislip,Ward
"02BCFY",St.Martins,Ward
"02BCFZ",Townfield,Ward
"02BCGA",Uxbridge North,Ward
"02BCGB",Uxbridge South,Ward
"02BCGC",West Drayton,Ward
"02BCGD",Wood End,Ward
"02BCGE",Yeading,Ward
"02BCGF",Yiewsley,Ward
"02BCSS",Shipping,Ward
"02BDFA",Brentford Clifden,Ward
"02BDFB",Chiswick Homefields,Ward
"02BDFC",Chiswick Riverside,Ward
"02BDFD",Cranford,Ward
"02BDFE",East Bedfont,Ward
"02BDFF",Feltham Central,Ward
"02BDFG",Feltham North,Ward
"02BDFH",Feltham South,Ward
"02BDFJ",Gunnersbury,Ward
"02BDFK",Hanworth,Ward
"02BDFL",Heston Central,Ward
"02BDFM",Heston East,Ward
"02BDFN",Heston West,Ward
"02BDFP",Hounslow Central,Ward
"02BDFQ",Hounslow Heath,Ward
"02BDFR",Hounslow South,Ward
"02BDFS",Hounslow West,Ward
"02BDFT",Isleworth North,Ward
"02BDFU",Isleworth South,Ward
"02BDFW",Spring Grove,Ward
"02BDFX",Turnham Green,Ward
"02BDSS",Shipping,Ward
"02BEFA",Berrylands,Ward
"02BEFB",Burlington,Ward
"02BEFC",Cambridge,Ward
"02BEFD",Canbury,Ward
"02BEFE",Chessington North,Ward
"02BEFF",Chessington South,Ward
"02BEFG",Coombe,Ward
"02BEFH",Grove,Ward
"02BEFJ",Hill,Ward
"02BEFK",Hook,Ward
"02BEFL",Malden Manor,Ward
"02BEFM",Norbiton,Ward
"02BEFN",Norbiton Park,Ward
"02BEFP",St.James,Ward
"02BEFQ",St.Mark's,Ward
"02BEFR",Surbiton Hill,Ward
"02BEFS",Tolworth East,Ward
"02BEFT",Tolworth South,Ward
"02BEFU",Tolworth West,Ward
"02BEFW",Tudor,Ward
"02BESS",Shipping,Ward
"02BFFA",Abbey,Ward
"02BFFB",Cannon Hill,Ward
"02BFFC",Colliers Wood,Ward
"02BFFD",Dundonald,Ward
"02BFFE",Durnsford,Ward
"02BFFF",Figge's Marsh,Ward
"02BFFG",Graveney,Ward
"02BFFH",Hillside,Ward
"02BFFJ",Lavender,Ward
"02BFFK",Longthornton,Ward
"02BFFL",Lower Morden,Ward
"02BFFM",Merton Park,Ward
"02BFFN",Phipps Bridge,Ward
"02BFFP",Pollards Hill,Ward
"02BFFQ",Ravensbury,Ward
"02BFFR",Raynes Park,Ward
"02BFFS",St.Helier,Ward
"02BFFT",Trinity,Ward
"02BFFU",Village,Ward
"02BFFW",West Barnes,Ward
"02BFSS",Shipping,Ward
"02BGFA",Aldborough,Ward
"02BGFB",Barkingside,Ward
"02BGFC",Bridge,Ward
"02BGFD",Chadwell,Ward
"02BGFE",Church End,Ward
"02BGFF",Clayhall,Ward
"02BGFG",Clementswood,Ward
"02BGFH",Cranbrook,Ward
"02BGFJ",Fairlop,Ward
"02BGFK",Fullwell,Ward
"02BGFL",Goodmayes,Ward
"02BGFM",Hainault,Ward
"02BGFN",Loxford,Ward
"02BGFP",Mayfield,Ward
"02BGFQ",Monkhams,Ward
"02BGFR",Newbury,Ward
"02BGFS",Roding,Ward
"02BGFT",Seven Kings,Ward
"02BGFU",Snaresbrook,Ward
"02BGFW",Valentines,Ward
"02BGFX",Wanstead,Ward
"02BGSS",Shipping,Ward
"02BHFA",Barnes,Ward
"02BHFB",Central Twickenham,Ward
"02BHFC",East Sheen,Ward
"02BHFD",East Twickenham,Ward
"02BHFE",Ham and Petersham,Ward
"02BHFF",Hampton,Ward
"02BHFG",Hampton Hill,Ward
"02BHFH",Hampton Nursery,Ward
"02BHFJ",Hampton Wick,Ward
"02BHFK",Heathfield,Ward
"02BHFL",Kew,Ward
"02BHFM",Mortlake,Ward
"02BHFN",Palewell,Ward
"02BHFP",Richmond Hill,Ward
"02BHFQ",Richmond Town,Ward
"02BHFR",South Twickenham,Ward
"02BHFS",Teddington,Ward
"02BHFT",West Twickenham,Ward
"02BHFU",Whitton,Ward
"02BHSS",Shipping,Ward
"02BJFA",Beddington North,Ward
"02BJFB",Beddington South,Ward
"02BJFC",Belmont,Ward
"02BJFD",Carshalton Beeches,Ward
"02BJFE",Carshalton Central,Ward
"02BJFF",Carshalton North,Ward
"02BJFG",Cheam South,Ward
"02BJFH",Cheam West,Ward
"02BJFJ",Clockhouse,Ward
"02BJFK",North Cheam,Ward
"02BJFL",Rosehill,Ward
"02BJFM",St.Helier North,Ward
"02BJFN",St.Helier South,Ward
"02BJFP",Sutton Central,Ward
"02BJFQ",Sutton Common,Ward
"02BJFR",Sutton East,Ward
"02BJFS",Sutton South,Ward
"02BJFT",Sutton West,Ward
"02BJFU",Wallington North,Ward
"02BJFW",Wallington South,Ward
"02BJFX",Wandle Valley,Ward
"02BJFY",Woodcote,Ward
"02BJFZ",Worcester Park North,Ward
"02BJGA",Worcester Park South,Ward
"02BJGB",Wrythe Green,Ward
"02BJSS",Shipping,Ward
"02BKFA",Cann Hall,Ward
"02BKFB",Cathall,Ward
"02BKFC",Chapel End,Ward
"02BKFD",Chingford Green,Ward
"02BKFE",Endlebury,Ward
"02BKFF",Forest,Ward
"02BKFG",Grove Green,Ward
"02BKFH",Hale End,Ward
"02BKFJ",Hatch Lane,Ward
"02BKFK",Higham Hill,Ward
"02BKFL",High Street,Ward
"02BKFM",Hoe Street,Ward
"02BKFN",Larkswood,Ward
"02BKFP",Lea Bridge,Ward
"02BKFQ",Leyton,Ward
"02BKFR",Leytonstone,Ward
"02BKFS",Lloyd Park,Ward
"02BKFT",St.James Street,Ward
"02BKFU",Valley,Ward
"02BKFW",Wood Street,Ward
"02BKSS",Shipping,Ward
"03BLFA",Astley Bridge,Ward
"03BLFB",Blackrod,Ward
"03BLFC",Bradshaw,Ward
"03BLFD",Breightmet,Ward
"03BLFE",Bromley Cross,Ward
"03BLFF",Burnden,Ward
"03BLFG",Central,Ward
"03BLFH",Daubhill,Ward
"03BLFJ",Deane-Cum-Heaton,Ward
"03BLFK",Derby,Ward
"03BLFL",Farnworth,Ward
"03BLFM",Halliwell,Ward
"03BLFN",Harper Green,Ward
"03BLFP",Horwich,Ward
"03BLFQ",Hulton Park,Ward
"03BLFR",Kearsley,Ward
"03BLFS",Little Lever,Ward
"03BLFT",Smithills,Ward
"03BLFU",Tonge,Ward
"03BLFW",Westhoughton,Ward
"03BLSS",Shipping,Ward
"03BMFA",Besses,Ward
"03BMFB",Church,Ward
"03BMFC",East,Ward
"03BMFD",Elton,Ward
"03BMFE",Holyrood,Ward
"03BMFF",Moorside,Ward
"03BMFG",Pilkington Park,Ward
"03BMFH",Radcliffe Central,Ward
"03BMFJ",Radcliffe North,Ward
"03BMFK",Radcliffe South,Ward
"03BMFL",Ramsbottom,Ward
"03BMFM",Redvales,Ward
"03BMFN",St.Mary's,Ward
"03BMFP",Sedgley,Ward
"03BMFQ",Tottington,Ward
"03BMFR",Unsworth,Ward
"03BMSS",Shipping,Ward
"03BNFA",Ardwick,Ward
"03BNFB",Baguley,Ward
"03BNFC",Barlow Moor,Ward
"03BNFD",Benchill,Ward
"03BNFE",Beswick and Clayton,Ward
"03BNFF",Blackley,Ward
"03BNFG",Bradford,Ward
"03BNFH",Brooklands,Ward
"03BNFJ",Burnage,Ward
"03BNFK",Central,Ward
"03BNFL",Charlestown,Ward
"03BNFM",Cheetham,Ward
"03BNFN",Chorlton,Ward
"03BNFP",Crumpsall,Ward
"03BNFQ",Didsbury,Ward
"03BNFR",Fallowfield,Ward
"03BNFS",Gorton North,Ward
"03BNFT",Gorton South,Ward
"03BNFU",Harpurhey,Ward
"03BNFW",Hulme,Ward
"03BNFX",Levenshulme,Ward
"03BNFY",Lightbowne,Ward
"03BNFZ",Longsight,Ward
"03BNGA",Moss Side,Ward
"03BNGB",Moston,Ward
"03BNGC",Newton Heath,Ward
"03BNGD",Northenden,Ward
"03BNGE",Old Moat,Ward
"03BNGF",Rusholme,Ward
"03BNGG",Sharston,Ward
"03BNGH",Whalley Range,Ward
"03BNGJ",Withington,Ward
"03BNGK",Woodhouse Park,Ward
"03BNSS",Shipping,Ward
"03BPFA",Alexandra,Ward
"03BPFB",Chadderton Central,Ward
"03BPFC",Chadderton North,Ward
"03BPFD",Chadderton South,Ward
"03BPFE",Coldhurst,Ward
"03BPFF",Crompton,Ward
"03BPFG",Failsworth East,Ward
"03BPFH",Failsworth West,Ward
"03BPFJ",Hollinwood,Ward
"03BPFK",Lees,Ward
"03BPFL",Royton North,Ward
"03BPFM",Royton South,Ward
"03BPFN",Saddleworth East,Ward
"03BPFP",Saddleworth West,Ward
"03BPFQ",St.James,Ward
"03BPFR",St.Marys,Ward
"03BPFS",St.Pauls,Ward
"03BPFT",Shaw,Ward
"03BPFU",Waterhead,Ward
"03BPFW",Werneth,Ward
"03BPSS",Shipping,Ward
"03BQFA",Balderstone,Ward
"03BQFB",Brimrod and Deeplish,Ward
"03BQFC",Castleton,Ward
"03BQFD",Central and Falinge,Ward
"03BQFE",Healey,Ward
"03BQFF",Heywood North,Ward
"03BQFG",Heywood South,Ward
"03BQFH",Heywood West,Ward
"03BQFJ",Littleborough,Ward
"03BQFK",Middleton Central,Ward
"03BQFL",Middleton East,Ward
"03BQFM",Middleton North,Ward
"03BQFN",Middleton South,Ward
"03BQFP",Middleton West,Ward
"03BQFQ",Milnrow,Ward
"03BQFR",Newbold,Ward
"03BQFS",Norden and Bamford,Ward
"03BQFT",Smallbridge and Wardleworth,Ward
"03BQFU",Spotland,Ward
"03BQFW",Wardle,Ward
"03BQSS",Shipping,Ward
"03BRFA",Barton,Ward
"03BRFB",Blackfriars,Ward
"03BRFC",Broughton,Ward
"03BRFD",Cadishead,Ward
"03BRFE",Claremont,Ward
"03BRFF",Eccles,Ward
"03BRFG",Irlam,Ward
"03BRFH",Kersal,Ward
"03BRFJ",Langworthy,Ward
"03BRFK",Little Hulton,Ward
"03BRFL",Ordsall,Ward
"03BRFM",Pendlebury,Ward
"03BRFN",Pendleton,Ward
"03BRFP",Swinton North,Ward
"03BRFQ",Swinton South,Ward
"03BRFR",Walkden North,Ward
"03BRFS",Walkden South,Ward
"03BRFT",Weaste and Seedley,Ward
"03BRFU",Winton,Ward
"03BRFW",Worsley and Boothstown,Ward
"03BRSS",Shipping,Ward
"03BSFA",Bredbury,Ward
"03BSFB",Brinnington,Ward
"03BSFC",Cale Green,Ward
"03BSFD",Cheadle,Ward
"03BSFE",Cheadle Hulme North,Ward
"03BSFF",Cheadle Hulme South,Ward
"03BSFG",Davenport,Ward
"03BSFH",East Bramhall,Ward
"03BSFJ",Edgeley,Ward
"03BSFK",Great Moor,Ward
"03BSFL",Hazel Grove,Ward
"03BSFM",Heald Green,Ward
"03BSFN",Heaton Mersey,Ward
"03BSFP",Heaton Moor,Ward
"03BSFQ",Manor,Ward
"03BSFR",North Marple,Ward
"03BSFS",North Reddish,Ward
"03BSFT",Romiley,Ward
"03BSFU",South Marple,Ward
"03BSFW",South Reddish,Ward
"03BSFX",West Bramhall,Ward
"03BSSS",Shipping,Ward
"03BTFA",Ashton Hurst,Ward
"03BTFB",Ashton St.Michael's,Ward
"03BTFC",Ashton St.Peters',Ward
"03BTFD",Ashton Waterloo,Ward
"03BTFE",Audenshaw,Ward
"03BTFF",Denton North East,Ward
"03BTFG",Denton South,Ward
"03BTFH",Denton West,Ward
"03BTFJ",Droylsden East,Ward
"03BTFK",Droylsden West,Ward
"03BTFL",Dukinfield,Ward
"03BTFM",Dukinfield Stalybridge,Ward
"03BTFN",Hyde Godley,Ward
"03BTFP",Hyde Newton,Ward
"03BTFQ",Hyde Werneth,Ward
"03BTFR",Longdendale,Ward
"03BTFS",Mossley,Ward
"03BTFT",Stalybridge North,Ward
"03BTFU",Stalybridge South,Ward
"03BTSS",Shipping,Ward
"03BUFA",Altrincham,Ward
"03BUFB",Bowdon,Ward
"03BUFC",Broadheath,Ward
"03BUFD",Brooklands,Ward
"03BUFE",Bucklow,Ward
"03BUFF",Clifford,Ward
"03BUFG",Davyhulme East,Ward
"03BUFH",Davyhulme West,Ward
"03BUFJ",Flixton,Ward
"03BUFK",Hale,Ward
"03BUFL",Longford,Ward
"03BUFM",Mersey St.Mary's,Ward
"03BUFN",Park,Ward
"03BUFP",Priory,Ward
"03BUFQ",St.Martin's,Ward
"03BUFR",Sale Moor,Ward
"03BUFS",Stretford,Ward
"03BUFT",Talbot,Ward
"03BUFU",Timperley,Ward
"03BUFW",Urmston,Ward
"03BUFX",Village,Ward
"03BUSS",Shipping,Ward
"03BWFA",Abram,Ward
"03BWFB",Ashton-Golborne,Ward
"03BWFC",Aspull-Standish,Ward
"03BWFD",Atherton,Ward
"03BWFE",Bedford-Astley,Ward
"03BWFF",Beech Hill,Ward
"03BWFG",Bryn,Ward
"03BWFH",Hindley,Ward
"03BWFJ",Hindley Green,Ward
"03BWFK",Hindsford,Ward
"03BWFL",Hope Carr,Ward
"03BWFM",Ince,Ward
"03BWFN",Langtree,Ward
"03BWFP",Leigh Central,Ward
"03BWFQ",Leigh East,Ward
"03BWFR",Lightshaw,Ward
"03BWFS",Newtown,Ward
"03BWFT",Norley,Ward
"03BWFU",Orrell,Ward
"03BWFW",Swinley,Ward
"03BWFX",Tyldesley East,Ward
"03BWFY",Whelley,Ward
"03BWFZ",Winstanley,Ward
"03BWGA",Worsley Mesnes,Ward
"03BWSS",Shipping,Ward
"04BXFA",Cantril Farm,Ward
"04BXFB",Cherryfield,Ward
"04BXFC",Halewood East,Ward
"04BXFD",Halewood South,Ward
"04BXFE",Halewood West,Ward
"04BXFF",Kirkby Central,Ward
"04BXFG",Knowsley Park,Ward
"04BXFH",Longview,Ward
"04BXFJ",Northwood,Ward
"04BXFK",Page Moss,Ward
"04BXFL",Park,Ward
"04BXFM",Prescot East,Ward
"04BXFN",Prescot West,Ward
"04BXFP",Princess,Ward
"04BXFQ",Roby,Ward
"04BXFR",St.Gabriels,Ward
"04BXFS",St.Michaels,Ward
"04BXFT",Swanside,Ward
"04BXFU",Tower Hill,Ward
"04BXFW",Whiston North,Ward
"04BXFX",Whiston South,Ward
"04BXFY",Whitefield,Ward
"04BXSS",Shipping,Ward
"04BYFA",Abercromby,Ward
"04BYFB",Aigburth,Ward
"04BYFC",Allerton,Ward
"04BYFD",Anfield,Ward
"04BYFE",Arundel,Ward
"04BYFF",Breckfield,Ward
"04BYFG",Broadgreen,Ward
"04BYFH",Childwall,Ward
"04BYFJ",Church,Ward
"04BYFK",Clubmoor,Ward
"04BYFL",County,Ward
"04BYFM",Croxteth,Ward
"04BYFN",Dingle,Ward
"04BYFP",Dovecot,Ward
"04BYFQ",Everton,Ward
"04BYFR",Fazakerley,Ward
"04BYFS",Gillmoss,Ward
"04BYFT",Granby,Ward
"04BYFU",Grassendale,Ward
"04BYFW",Kensington,Ward
"04BYFX",Melrose,Ward
"04BYFY",Netherley,Ward
"04BYFZ",Old Swan,Ward
"04BYGA",Picton,Ward
"04BYGB",Pirrie,Ward
"04BYGC",St. Mary's,Ward
"04BYGD",Smithdown,Ward
"04BYGE",Speke,Ward
"04BYGF",Tuebrook,Ward
"04BYGG",Valley,Ward
"04BYGH",Vauxhall,Ward
"04BYGJ",Warbreck,Ward
"04BYGK",Woolton,Ward
"04BYSS",Shipping,Ward
"04BZFA",Billinge and Seneley Green,Ward
"04BZFB",Blackbrook,Ward
"04BZFC",Broad Oak,Ward
"04BZFD",Eccleston,Ward
"04BZFE",Grange Park,Ward
"04BZFF",Haydock,Ward
"04BZFG",Marshalls Cross,Ward
"04BZFH",Moss Bank,Ward
"04BZFJ",Newton East,Ward
"04BZFK",Newton West,Ward
"04BZFL",Parr and Hardshaw,Ward
"04BZFM",Queen's Park,Ward
"04BZFN",Rainford,Ward
"04BZFP",Rainhill,Ward
"04BZFQ",Sutton and Bold,Ward
"04BZFR",Thatto Heath,Ward
"04BZFS",West Sutton,Ward
"04BZFT",Windle,Ward
"04BZSS",Shipping,Ward
"04CAFA",Ainsdale,Ward
"04CAFB",Birkdale,Ward
"04CAFC",Blundellsands,Ward
"04CAFD",Cambridge,Ward
"04CAFE",Church,Ward
"04CAFF",Derby,Ward
"04CAFG",Duke's,Ward
"04CAFH",Ford,Ward
"04CAFJ",Harington,Ward
"04CAFK",Kew,Ward
"04CAFL",Linacre,Ward
"04CAFM",Litherland,Ward
"04CAFN",Manor,Ward
"04CAFP",Meols,Ward
"04CAFQ",Molyneux,Ward
"04CAFR",Netherton,Ward
"04CAFS",Norwood,Ward
"04CAFT",Orrell,Ward
"04CAFU",Park,Ward
"04CAFW",Ravenmeols,Ward
"04CAFX",St.Oswald,Ward
"04CAFY",Sudell,Ward
"04CAFZ",Victoria,Ward
"04CASS",Shipping,Ward
"04CBFA",Bebington,Ward
"04CBFB",Bidston,Ward
"04CBFC",Birkenhead,Ward
"04CBFD",Bromborough,Ward
"04CBFE",Clatterbridge,Ward
"04CBFF",Claughton,Ward
"04CBFG",Eastham,Ward
"04CBFH",Egerton,Ward
"04CBFJ",Heswall,Ward
"04CBFK",Hoylake,Ward
"04CBFL",Leasowe,Ward
"04CBFM",Liscard,Ward
"04CBFN",Moreton,Ward
"04CBFP",New Brighton,Ward
"04CBFQ",Oxton,Ward
"04CBFR",Prenton,Ward
"04CBFS",Royden,Ward
"04CBFT",Seacombe,Ward
"04CBFU",Thurstaston,Ward
"04CBFW",Tranmere,Ward
"04CBFX",Upton,Ward
"04CBFY",Wallasey,Ward
"04CBSS",Shipping,Ward
"05CCFA",Ardsley,Ward
"05CCFB",Athersley,Ward
"05CCFC",Brierley,Ward
