"table_file_name","table_column_name","description"
st134_ons,ST1340399,Age 3 to 15// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340400,Age 3 to 15// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340401,Age 16 to 19// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340402,Age 16 to 19// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340403,Age 16 to 19// No knowledge of Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340404,Age 16 to 19// No knowledge of Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340405,Age 16 to 19// No knowledge of Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340406,Age 16 to 19// No knowledge of Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340407,Age 16 to 19// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340408,Age 16 to 19// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340409,Age 20 to 24// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340410,Age 20 to 24// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340411,Age 20 to 24// No knowledge of Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340412,Age 20 to 24// No knowledge of Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340413,Age 20 to 24// No knowledge of Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340414,Age 20 to 24// No knowledge of Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340415,Age 20 to 24// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340416,Age 20 to 24// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340417,Age 25 to 44// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340418,Age 25 to 44// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340419,Age 25 to 44// No knowledge of Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340420,Age 25 to 44// No knowledge of Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340421,Age 25 to 44// No knowledge of Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340422,Age 25 to 44// No knowledge of Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340423,Age 25 to 44// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340424,Age 25 to 44// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340425,Age 45 to 49// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340426,Age 45 to 49// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340427,Age 45 to 49// No knowledge of Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340428,Age 45 to 49// No knowledge of Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340429,Age 45 to 49// No knowledge of Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340430,Age 45 to 49// No knowledge of Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340431,Age 45 to 49// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340432,Age 45 to 49// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340433,Age 60 to 64// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340434,Age 60 to 64// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340435,Age 60 to 64// No knowledge of Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
